sys_value_group_line_id,sys_value_group_header_id,code_value,code,description,account_qualifier,status,parent_cb,parent_line_id,effective_start_date,effective_end_date
,4,231690,231690,8% VAT/Consumption Tax Payable,L,active,,,,
,4,231700,231700,19% OFFSET Domestic Reverse Charge Purchases,L,active,,,,
,4,231710,231710,VAT Payable,L,active,,,,
,4,231720,231720,Import Consumption Tax Payable,L,active,,,,
,4,231730,231730,Duty Payable,L,active,,,,
,4,231740,231740,Accrued Property Tax,L,active,,,,
,4,231900,231900,Income Tax - Domestic Federal 2,L,active,,,,
,4,231910,231910,Income Tax - Domestic Federal 3,L,active,,,,
,4,231920,231920,Income Tax - Domestic Federal 4,L,active,,,,
,4,231930,231930,Domestic State Tax Payable,L,active,,,,
,4,231940,231940,INCOME TAX - US,L,active,,,,
,4,231950,231950,INCOME TAX - India,L,active,,,,
,4,231960,231960,Income Tax - Others,L,active,,,,
,4,231970,231970,Income Tax - Others 2,L,active,,,,
,4,231980,231980,Income Tax Reserve,L,active,,,,
,4,231990,231990,Income Tax Audit Reserve,L,active,,,,
,4,232000,232000,FICA Withheld,L,active,,,,
,4,232100,232100,FICA Employer Withheld,L,active,,,,
,4,233000,233000,State Income Tax Withheld,L,active,,,,
,4,234000,234000,Other Tax Withholdings,L,active,,,,
,4,235000,235000,Accrued Salaries & Wages,L,active,,,,
,4,235100,235100,"Accrued Sick, Vacation, PTO",L,active,,,,
,4,235200,235200,Accrued Payroll Taxes,L,active,,,,
,4,236000,236000,Other Payroll Withholdings Payable,L,active,,,,
,4,237000,237000,Other Employer Taxes Payable,L,active,,,,
,4,239000,239000,Payroll Clearing,L,active,,,,
,4,239100,239100,Accrued salesmen's commissions,L,active,,,,
,4,239150,239150,Accrued Bonus - Other,L,active,,,,
,4,239200,239200,Accrued Local Bonus,L,active,,,,
,4,239250,239250,Accrued Holiday,L,active,,,,
,4,239300,239300,Accrued Discretionary Time,L,active,,,,
,4,239350,239350,Accrued Vacation - All Employees,L,active,,,,
,4,239400,239400,Accrued Sick Leave - Non Exempt,L,active,,,,
,4,239450,239450,Accrued Sick Leave - Exempt,L,active,,,,
,4,240000,240000,Due to Affiliates,L,active,,,,
,4,241000,241000,Due to Regional Hospital,L,active,,,,
,4,242000,242000,Due to Community Hospital,L,active,,,,
,4,243000,243000,Due to VHS Clinic,L,active,,,,
,4,244000,244000,Due to Nursing Home - SNF,L,active,,,,
,4,245000,245000,Due to Foundation,L,active,,,,
,4,246000,246000,Due to Corporate Services,L,active,,,,
,4,247000,247000,Due to Distribution Center,L,active,,,,
,4,249000,249000,Due to Others,L,active,,,,
,4,250000,250000,Other Current Liabilities,L,active,,,,
,4,251000,251000,Interest Payable,L,active,,,,
,4,252000,252000,Accrued Auditing Fees,L,active,,,,
,4,253000,253000,Escheats Payable,L,active,,,,
,4,255000,255000,Unearned Revenue,L,active,,,,
,4,256000,256000,Customer Deposits,L,active,,,,
,4,257000,257000,Deferred Depreciation Reserve,L,active,,,,
,4,258000,258000,Cost of Removal Clearing,L,active,,,,
,4,259000,259000,Suspense,L,active,,,,
,4,260000,260000,Long Term Liabilities,L,active,,,,
,4,261000,261000,Obligations - Capital Lease,L,active,,,,
,4,262000,262000,Bond Issue,L,active,,,,
,4,263000,263000,Pension Liability,L,active,,,,
,4,264000,264000,Tax Liability,L,active,,,,
