coa_combination_id,coa_id,field1,field2,field3,field4,field5,field6,field7,field8,combination,description,ac_type,ef_id,status,rev_enabled_cb,rev_number,effective_start_date,effective_end_date
,1,501,503,0000,104657,3100,501,,,501-503-0000-104657-3100-501,USA-California-0000-DE 0% Intra EU  Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104658,3100,501,,,501-503-0000-104658-3100-501,USA-California-0000-DE 16% 80% Recoverable  Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104659,3100,501,,,501-503-0000-104659-3100-501,USA-California-0000-DE 16% Domestic  Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104660,3100,501,,,501-503-0000-104660-3100-501,USA-California-0000-DE 7% Domestic  Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104661,3100,501,,,501-503-0000-104661-3100-501,USA-California-0000-FR 0% Exempt Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104662,3100,501,,,501-503-0000-104662-3100-501,USA-California-0000-FR 0% Extra EU Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104663,3100,501,,,501-503-0000-104663-3100-501,USA-California-0000-FR 0% Intra EU Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104664,3100,501,,,501-503-0000-104664-3100-501,USA-California-0000-FR 19.6% Domestic Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104665,3100,501,,,501-503-0000-104665-3100-501,USA-California-0000-FR 2.1% Domestic Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104666,3100,501,,,501-503-0000-104666-3100-501,USA-California-0000-FR 5.5% Domestic Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104678,3100,501,,,501-503-0000-104678-3100-501,USA-California-0000-UK 0% Exempt Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104679,3100,501,,,501-503-0000-104679-3100-501,USA-California-0000-UK 0% Purchases-All-USA-A,A,,,,,,
,1,501,503,0000,104680,3100,501,,,501-503-0000-104680-3100-501,USA-California-0000-UK Purchase EU-All-USA-A,A,,,,,,
,1,501,503,0000,104681,3100,501,,,501-503-0000-104681-3100-501,USA-California-0000-UK Purchase Non EU-All-USA-A,A,,,,,,
,1,501,503,0000,104730,3100,501,,,501-503-0000-104730-3100-501,USA-California-0000-0% Import-All-USA-A,A,,,,,,
,1,501,503,0000,104740,3100,501,,,501-503-0000-104740-3100-501,USA-California-0000-Asia VAT Prepayment-All-USA-A,A,,,,,,
,1,501,503,0000,104899,3100,501,,,501-503-0000-104899-3100-501,USA-California-0000-VAT Receivables-All-USA-A,A,,,,,,
,1,501,503,0000,104900,3100,501,,,501-503-0000-104900-3100-501,USA-California-0000-Other Receivables-All-USA-A,A,,,,,,
,1,501,503,0000,104910,3100,501,,,501-503-0000-104910-3100-501,USA-California-0000-Other Receivables - Allowance-All-USA-A,A,,,,,,
,1,501,503,0000,104920,3100,501,,,501-503-0000-104920-3100-501,USA-California-0000-Deferred Royalty-All-USA-A,A,,,,,,
,1,501,503,0000,104990,3100,501,,,501-503-0000-104990-3100-501,USA-California-0000-Receivable Suspense-All-USA-A,A,,,,,,
,1,501,503,0000,105000,3100,501,,,501-503-0000-105000-3100-501,USA-California-0000-Raw Material-All-USA-A,A,,,,,,
,1,501,503,0000,105001,3100,501,,,501-503-0000-105001-3100-501,USA-California-0000-Raw Material - Cap Variance-All-USA-A,A,,,,,,
,1,501,503,0000,105002,3100,501,,,501-503-0000-105002-3100-501,USA-California-0000-Raw Material - Capitalized Freight-All-USA-A,A,,,,,,
,1,501,503,0000,105005,3100,501,,,501-503-0000-105005-3100-501,USA-California-0000-Raw Material - Consigned Inv-All-USA-A,A,,,,,,
,1,501,503,0000,105008,3100,501,,,501-503-0000-105008-3100-501,USA-California-0000-Raw Material - Inventory Accrual-All-USA-A,A,,,,,,
,1,501,503,0000,105009,3100,501,,,501-503-0000-105009-3100-501,USA-California-0000-Raw Material Adjustment-All-USA-A,A,,,,,,
,1,501,503,0000,105010,3100,501,,,501-503-0000-105010-3100-501,,A,,,,,,
,1,501,503,0000,105011,3100,501,,,501-503-0000-105011-3100-501,,A,,,,,,
,1,501,503,0000,105015,3100,501,,,501-503-0000-105015-3100-501,,A,,,,,,
,1,501,503,0000,105018,3100,501,,,501-503-0000-105018-3100-501,,A,,,,,,
,1,501,503,0000,105019,3100,501,,,501-503-0000-105019-3100-501,,A,,,,,,
,1,501,503,0000,105020,3100,501,,,501-503-0000-105020-3100-501,,A,,,,,,
,1,501,503,0000,105022,3100,501,,,501-503-0000-105022-3100-501,,A,,,,,,
,1,501,503,0000,105025,3100,501,,,501-503-0000-105025-3100-501,,A,,,,,,
,1,501,503,0000,105029,3100,501,,,501-503-0000-105029-3100-501,,A,,,,,,
,1,501,503,0000,105030,3100,501,,,501-503-0000-105030-3100-501,,A,,,,,,
,1,501,503,0000,105040,3100,501,,,501-503-0000-105040-3100-501,,A,,,,,,
,1,501,503,0000,105050,3100,501,,,501-503-0000-105050-3100-501,,A,,,,,,
,1,501,503,0000,105060,3100,501,,,501-503-0000-105060-3100-501,USA-California-0000-OSP-All-USA,A,,,,,,
,1,501,503,0000,105090,3100,501,,,501-503-0000-105090-3100-501,USA-California-0000-Deferred COGS-All-USA-A,A,,,,,,
,1,501,503,0000,105100,3100,501,,,501-503-0000-105100-3100-501,USA-California-0000-Work in Process-All-USA-A,A,,,,,,
,1,501,503,0000,105130,3100,501,,,501-503-0000-105130-3100-501,USA-California-0000-Overhead-All-USA,A,,,,,,
,1,501,503,0000,105140,3100,501,,,501-503-0000-105140-3100-501,USA-California-0000-MOH-All-USA,A,,,,,,
,1,501,503,0000,105150,3100,501,,,501-503-0000-105150-3100-501,USA-California-0000-Resource-All-USA,A,,,,,,
,1,501,503,0000,105200,3100,501,,,501-503-0000-105200-3100-501,USA-California-0000-Finished Goods-All-USA-A,A,,,,,,
,1,501,503,0000,105230,3100,501,,,501-503-0000-105230-3100-501,USA-California-0000-Overheade-All-USA,A,,,,,,
,1,501,503,0000,105240,3100,501,,,501-503-0000-105240-3100-501,USA-California-0000-MOH-All-USA,A,,,,,,
,1,501,503,0000,105250,3100,501,,,501-503-0000-105250-3100-501,USA-California-0000-Resource-All-USA,A,,,,,,
,1,501,503,0000,105260,3100,501,,,501-503-0000-105260-3100-501,USA-California-0000-OSP-All-USA,A,,,,,,
,1,501,503,0000,105300,3100,501,,,501-503-0000-105300-3100-501,"USA-California-0000-Demo, Service & In-transit - Inventory-All-USA-A",A,,,,,,
,1,501,503,0000,105310,3100,501,,,501-503-0000-105310-3100-501,USA-California-0000-Service Inventory-All-USA-A,A,,,,,,
,1,501,503,0000,105450,3100,501,,,501-503-0000-105450-3100-501,USA-California-0000-Inventory Clearing-All-USA-A,A,,,,,,
,1,501,503,0000,105480,3100,501,,,501-503-0000-105480-3100-501,USA-California-0000-Intransit Inventory-All-USA-A,A,,,,,,
,1,501,503,0000,105490,3100,501,,,501-503-0000-105490-3100-501,USA-California-0000-Inv Receiving Account-All-USA-A,A,,,,,,
,1,501,503,0000,105499,3100,501,,,501-503-0000-105499-3100-501,USA-California-0000-Adder in Inventory-All-USA-A,A,,,,,,
,1,501,503,0000,105500,3100,501,,,501-503-0000-105500-3100-501,USA-California-0000-Inventory Reserve-All-USA-A,A,,,,,,
,1,501,503,0000,105510,3100,501,,,501-503-0000-105510-3100-501,USA-California-0000-Consigned Inventory Reserve-All-USA-A,A,,,,,,
,1,501,503,0000,105530,3100,501,,,501-503-0000-105530-3100-501,USA-California-0000-Allowance for Standards Update-All-USA-A,A,,,,,,
,1,501,503,0000,106491,3100,501,,,501-503-0000-106491-3100-501,USA-California-0000-Prepaid Income Taxes-All-USA-A,A,,,,,,
,1,501,503,0000,106520,3100,501,,,501-503-0000-106520-3100-501,USA-California-0000-Prepaid Software Maintenance-All-USA-A,A,,,,,,
,1,501,503,0000,106530,3100,501,,,501-503-0000-106530-3100-501,USA-California-0000-Prepaid Insurance-All-USA-A,A,,,,,,
,1,501,503,0000,106531,3100,501,,,501-503-0000-106531-3100-501,USA-California-0000-Prepaid Pension Insurance-All-USA-A,A,,,,,,
,1,501,503,0000,106800,3100,501,,,501-503-0000-106800-3100-501,USA-California-0000-Prepaid - Deferred Cost of Sales-All-USA-A,A,,,,,,
,1,501,503,0000,106990,3100,501,,,501-503-0000-106990-3100-501,USA-California-0000-Prepaid - Others-All-USA-A,A,,,,,,
,1,501,503,0000,106991,3100,501,,,501-503-0000-106991-3100-501,USA-California-0000-Prepaid - recurring-All-USA-A,A,,,,,,
,1,501,503,0000,110000,3100,501,,,501-503-0000-110000-3100-501,USA-California-0000-Property & Equipment-All-USA-A,A,,,,,,
,1,501,503,0000,110010,3100,501,,,501-503-0000-110010-3100-501,USA-California-0000-Land-All-USA-A,A,,,,,,
,1,501,503,0000,110011,3100,501,,,501-503-0000-110011-3100-501,,A,,,,,,
,1,501,503,0000,110012,3100,501,,,501-503-0000-110012-3100-501,,A,,,,,,
,1,501,503,0000,110020,3100,501,,,501-503-0000-110020-3100-501,USA-California-0000-Building-All-USA-A,A,,,,,,
,1,501,503,0000,110030,3100,501,,,501-503-0000-110030-3100-501,USA-California-0000-Furniture & Fixtures-All-USA-A,A,,,,,,
,1,501,503,0000,110040,3100,501,,,501-503-0000-110040-3100-501,USA-California-0000-Production Equipment-All-USA-A,A,,,,,,
,1,501,503,0000,110041,3100,501,,,501-503-0000-110041-3100-501,USA-California-0000-Immaterial rights-All-USA-A,A,,,,,,
,1,501,503,0000,110042,3100,501,,,501-503-0000-110042-3100-501,USA-California-0000-Collected Grants - Equipment-All-USA-A,A,,,,,,
,1,501,503,0000,110050,3100,501,,,501-503-0000-110050-3100-501,"USA-California-0000-Tooling, Molds & Dies-All-USA-A",A,,,,,,
,1,501,503,0000,110055,3100,501,,,501-503-0000-110055-3100-501,USA-California-0000-Maintenance-All-USA-A,A,,,,,,
,1,501,503,0000,110060,3100,501,,,501-503-0000-110060-3100-501,USA-California-0000-Test & Lab Equipment-All-USA-A,A,,,,,,
,1,501,503,0000,110070,3100,501,,,501-503-0000-110070-3100-501,USA-California-0000-Computer Hardware-All-USA-A,A,,,,,,
,1,501,503,0000,110080,3100,501,,,501-503-0000-110080-3100-501,USA-California-0000-Computer Software-All-USA-A,A,,,,,,
,1,501,503,0000,110090,3100,501,,,501-503-0000-110090-3100-501,USA-California-0000-Auto-All-USA-A,A,,,,,,
,1,501,503,0000,110095,3100,501,,,501-503-0000-110095-3100-501,USA-California-0000-Precious Metals-All-USA-A,A,,,,,,
,1,501,503,0000,110096,3100,501,,,501-503-0000-110096-3100-501,USA-California-0000-Capitalized Interest-All-USA-A,A,,,,,,
,1,501,503,0000,110098,3100,501,,,501-503-0000-110098-3100-501,USA-California-0000-F/A - Adjustments-All-USA-A,A,,,,,,
,1,501,503,0000,110099,3100,501,,,501-503-0000-110099-3100-501,USA-California-0000-Asset Clearing-All-USA-A,A,,,,,,
,1,501,503,0000,110200,3100,501,,,501-503-0000-110200-3100-501,USA-California-0000-CIP-All-USA-A,A,,,,,,
,1,501,503,0000,110210,3100,501,,,501-503-0000-110210-3100-501,USA-California-0000-CIP - System-All-USA-A,A,,,,,,
,1,501,503,0000,110219,3100,501,,,501-503-0000-110219-3100-501,USA-California-0000-CIP - System Clearing Account-All-USA-A,A,,,,,,
,1,501,503,0000,110296,3100,501,,,501-503-0000-110296-3100-501,USA-California-0000-CIP  - Capitalized Interest-All-USA-A,A,,,,,,
,1,501,503,0000,110299,3100,501,,,501-503-0000-110299-3100-501,USA-California-0000-CIP Clearing-All-USA-A,A,,,,,,
,1,501,503,0000,110399,3100,501,,,501-503-0000-110399-3100-501,USA-California-0000-FA Sales Clearing-All-USA-A,A,,,,,,
,1,501,503,0000,110400,3100,501,,,501-503-0000-110400-3100-501,USA-California-0000-Capital lease-All-USA-A,A,,,,,,
,1,501,503,0000,110500,3100,501,,,501-503-0000-110500-3100-501,USA-California-0000-Accumulated Depreciation-All-USA,A,,,,,,
,1,501,503,0000,110599,3100,501,,,501-503-0000-110599-3100-501,USA-California-0000-Depreciation Adjustment-All-USA-A,A,,,,,,
,1,501,503,0000,112000,3100,501,,,501-503-0000-112000-3100-501,USA-California-0000-Goodwill-All-USA-A,A,,,,,,
,1,501,503,0000,112520,3100,501,,,501-503-0000-112520-3100-501,USA-California-0000-Goodwill Amortization-All-USA-A,A,,,,,,
,1,501,503,0000,113000,3100,501,,,501-503-0000-113000-3100-501,USA-California-0000-Patents-All-USA-A,A,,,,,,
,1,501,503,0000,113500,3100,501,,,501-503-0000-113500-3100-501,USA-California-0000-Patents - Accumulated Amortization-All-USA-A,A,,,,,,
,1,501,503,0000,114000,3100,501,,,501-503-0000-114000-3100-501,USA-California-0000-Other Intangibles-All-USA-A,A,,,,,,
,1,501,503,0000,114500,3100,501,,,501-503-0000-114500-3100-501,USA-California-0000-Intangibles Amortization-All-USA-A,A,,,,,,
,1,501,503,0000,115100,3100,501,,,501-503-0000-115100-3100-501,USA-California-0000-Notes Receivable - LT-All-USA-A,A,,,,,,
,1,501,503,0000,115105,3100,501,,,501-503-0000-115105-3100-501,USA-California-0000-L/T - Prepaids-All-USA-A,A,,,,,,
,1,501,503,0000,115110,3100,501,,,501-503-0000-115110-3100-501,USA-California-0000-Deposit-All-USA-A,A,,,,,,
,1,501,503,0000,115115,3100,501,,,501-503-0000-115115-3100-501,USA-California-0000-Shares-All-USA-A,A,,,,,,
,1,501,503,0000,115117,3100,501,,,501-503-0000-115117-3100-501,USA-California-0000-Immaterial Rights-All-USA-A,A,,,,,,
,1,501,503,0000,115118,3100,501,,,501-503-0000-115118-3100-501,USA-California-0000-Acc Amort - Immaterial Rights-All-USA-A,A,,,,,,
,1,501,503,0000,115170,3100,501,,,501-503-0000-115170-3100-501,USA-California-0000-Inadmittant Assets-All-USA-A,A,,,,,,
,1,501,503,0000,115175,3100,501,,,501-503-0000-115175-3100-501,USA-California-0000-Acc Dep - Inadmittant Assets-All-USA-A,A,,,,,,
,1,501,503,0000,115900,3100,501,,,501-503-0000-115900-3100-501,USA-California-0000-Other Longterm Assets-All-USA-A,A,,,,,,
,1,501,503,0000,200000,3100,501,,,501-503-0000-200000-3100-501,USA-California-0000-Total Liabilities-All-USA-L,L,,,,,,
,1,501,503,0000,200001,3100,501,,,501-503-0000-200001-3100-501,,L,,,,,,
,1,501,503,0000,200010,3100,501,,,501-503-0000-200010-3100-501,USA-California-0000-IC Liability-All-USA-L,L,,,,,,
,1,501,503,0000,200020,3100,501,,,501-503-0000-200020-3100-501,USA-California-0000-External Liability-All-USA-L,L,,,,,,
,1,501,503,0000,200030,3100,501,,,501-503-0000-200030-3100-501,USA-California-0000-Rental-All-USA-L,L,,,,,,
,1,501,503,0000,200500,3100,501,,,501-503-0000-200500-3100-501,USA-California-0000-Current Portion Of Long-Term Deb-All-USA-L,L,,,,,,
,1,501,503,0000,210000,3100,501,,,501-503-0000-210000-3100-501,USA-California-0000-Short-Term Borrowings -All-USA-L,L,,,,,,
,1,501,503,0000,210001,3100,501,,,501-503-0000-210001-3100-501,USA-California-0000-Bank Loan1-All-USA-L,L,,,,,,
,1,501,503,0000,211000,3100,501,,,501-503-0000-211000-3100-501,USA-California-0000-Current Notes and Loans Payable-All-USA-L,L,,,,,,
,1,501,503,0000,212000,3100,501,,,501-503-0000-212000-3100-501,USA-California-0000-Leases Payable - Current-All-USA-L,L,,,,,,
,1,501,503,0000,213000,3100,501,,,501-503-0000-213000-3100-501,USA-California-0000-Bonds Payable - Current-All-USA-L,L,,,,,,
,1,501,503,0000,220000,3100,501,,,501-503-0000-220000-3100-501,USA-California-0000-Accounts Payable-All-USA-L,L,,,,,,
,1,501,503,0000,221000,3100,501,,,501-503-0000-221000-3100-501,,L,,,,,,
,1,501,503,0000,221050,3100,501,,,501-503-0000-221050-3100-501,USA-California-0000-A/P Trade - Vouchered-All-USA-L,L,,,,,,
,1,501,503,0000,221100,3100,501,,,501-503-0000-221100-3100-501,USA-California-0000-A/P Uninvoiced Receipts - Outside Inventory-All-USA-L,L,,,,,,
,1,501,503,0000,221150,3100,501,,,501-503-0000-221150-3100-501,USA-California-0000-A/P Uninvoiced Receipts - Interco Inventory-All-USA-L,L,,,,,,
,1,501,503,0000,221200,3100,501,,,501-503-0000-221200-3100-501,USA-California-0000-A/P Uninvoiced Receipts - Non inventory-All-USA-L,L,,,,,,
,1,501,503,0000,221250,3100,501,,,501-503-0000-221250-3100-501,USA-California-0000-A/P Accrual-All-USA-L,L,,,,,,
,1,501,503,0000,221300,3100,501,,,501-503-0000-221300-3100-501,USA-California-0000-A/P Accrual - Intercompany-All-USA-L,L,,,,,,
,1,501,503,0000,221350,3100,501,,,501-503-0000-221350-3100-501,USA-California-0000-A/P - Affiliated Company-All-USA-L,L,,,,,,
,1,501,503,0000,221400,3100,501,,,501-503-0000-221400-3100-501,USA-California-0000-A/P - Manual Adjustments-All-USA-L,L,,,,,,
,1,501,503,0000,222000,3100,501,,,501-503-0000-222000-3100-501,USA-California-0000-Inventory-Received but not Invoiced-All-USA-L,L,,,,,,
,1,501,503,0000,223000,3100,501,,,501-503-0000-223000-3100-501,USA-California-0000-Non Stock-Received but not Invoiced-All-USA-L,L,,,,,,
,1,501,503,0000,224000,3100,501,,,501-503-0000-224000-3100-501,USA-California-0000-Other Accrued Expenses-All-USA-L,L,,,,,,
,1,501,503,0000,230000,3100,501,,,501-503-0000-230000-3100-501,USA-California-0000-Accrued Payroll and Taxes-All-USA-L,L,,,,,,
,1,501,503,0000,231000,3100,501,,,501-503-0000-231000-3100-501,USA-California-0000-Taxes Payable-All-USA-L,L,,,,,,
,1,501,503,0000,231050,3100,501,,,501-503-0000-231050-3100-501,USA-California-0000-SALES TAX - USA-All-USA-L,L,,,,,,
,1,501,503,0000,231060,3100,501,,,501-503-0000-231060-3100-501,USA-California-0000-Sales Tax Audit Reserve-All-USA-L,L,,,,,,
,1,501,503,0000,231070,3100,501,,,501-503-0000-231070-3100-501,USA-California-0000-Canada Goods & Service Tax Payable GST-All-USA-L,L,,,,,,
,1,501,503,0000,231080,3100,501,,,501-503-0000-231080-3100-501,USA-California-0000-Canada Quebec Sales Tax Payable - QST-All-USA-L,L,,,,,,
,1,501,503,0000,231090,3100,501,,,501-503-0000-231090-3100-501,USA-California-0000-Canada Ontario Harmonized Sales Tax Payable - HST-All-USA-L,L,,,,,,
,1,501,503,0000,231100,3100,501,,,501-503-0000-231100-3100-501,USA-California-0000-Sales Tax Default-All-USA-L,L,,,,,,
,1,501,503,0000,231110,3100,501,,,501-503-0000-231110-3100-501,USA-California-0000-22 % VAT on domestic Sales-All-USA-L,L,,,,,,
,1,501,503,0000,231120,3100,501,,,501-503-0000-231120-3100-501,"USA-California-0000-0% VAT Sales, Domestic-All-USA-L",L,,,,,,
,1,501,503,0000,231130,3100,501,,,501-503-0000-231130-3100-501,"USA-California-0000-0% VAT Sales, Export-All-USA-L",L,,,,,,
,1,501,503,0000,231140,3100,501,,,501-503-0000-231140-3100-501,"USA-California-0000-0% VAT Sales, EU-All-USA-L",L,,,,,,
,1,501,503,0000,231150,3100,501,,,501-503-0000-231150-3100-501,USA-California-0000-VAT 22% Offset EU Purchase-All-USA-L,L,,,,,,
,1,501,503,0000,231160,3100,501,,,501-503-0000-231160-3100-501,USA-California-0000-VAT 17% Offset EU Purchase-All-USA-L,L,,,,,,
,1,501,503,0000,231170,3100,501,,,501-503-0000-231170-3100-501,USA-California-0000-VAT 8% Offset EU Purchase-All-USA-L,L,,,,,,
,1,501,503,0000,231180,3100,501,,,501-503-0000-231180-3100-501,USA-California-0000-VAT 22% Offset Foreign Services-All-USA-L,L,,,,,,
,1,501,503,0000,231190,3100,501,,,501-503-0000-231190-3100-501,"USA-California-0000-DE 0% VAT Sales, Export-All-USA-L",L,,,,,,
,1,501,503,0000,231200,3100,501,,,501-503-0000-231200-3100-501,USA-California-0000-DE 16% Sales-All-USA-L,L,,,,,,
,1,501,503,0000,231210,3100,501,,,501-503-0000-231210-3100-501,USA-California-0000-DE 0% Exempt Sales-All-USA-L,L,,,,,,
,1,501,503,0000,231220,3100,501,,,501-503-0000-231220-3100-501,"USA-California-0000-FR 0% VAT Sales, Export-All-USA-L",L,,,,,,
