coa_combination_id,coa_id,field1,field2,field3,field4,field5,field6,field7,field8,combination,description,ef_id,status,rev_enabled_cb,rev_number,effective_start_date,effective_end_date
,1,501,502,9000,703500,3100,501,,,501-502-9000-703500-3100-501,,,,,,,
,1,501,502,9000,703000,3100,501,,,501-502-9000-703000-3100-501,,,,,,,
,1,501,502,9000,702000,3100,501,,,501-502-9000-702000-3100-501,,,,,,,
,1,501,502,9000,701000,3100,501,,,501-502-9000-701000-3100-501,,,,,,,
,1,501,502,9000,700000,3100,501,,,501-502-9000-700000-3100-501,,,,,,,
,1,501,502,9000,699990,3100,501,,,501-502-9000-699990-3100-501,,,,,,,
,1,501,502,9000,699000,3100,501,,,501-502-9000-699000-3100-501,,,,,,,
,1,501,502,9000,698100,3100,501,,,501-502-9000-698100-3100-501,,,,,,,
,1,501,502,9000,698000,3100,501,,,501-502-9000-698000-3100-501,,,,,,,
,1,501,502,9000,697100,3100,501,,,501-502-9000-697100-3100-501,,,,,,,
,1,501,502,9000,697000,3100,501,,,501-502-9000-697000-3100-501,,,,,,,
,1,501,502,9000,696000,3100,501,,,501-502-9000-696000-3100-501,,,,,,,
,1,501,502,9000,695000,3100,501,,,501-502-9000-695000-3100-501,,,,,,,
,1,501,502,9000,694000,3100,501,,,501-502-9000-694000-3100-501,,,,,,,
,1,501,502,9000,693000,3100,501,,,501-502-9000-693000-3100-501,,,,,,,
,1,501,502,9000,692000,3100,501,,,501-502-9000-692000-3100-501,,,,,,,
,1,501,502,9000,691000,3100,501,,,501-502-9000-691000-3100-501,,,,,,,
,1,501,502,9000,690000,3100,501,,,501-502-9000-690000-3100-501,,,,,,,
,1,501,502,9000,683000,3100,501,,,501-502-9000-683000-3100-501,,,,,,,
,1,501,502,9000,682000,3100,501,,,501-502-9000-682000-3100-501,,,,,,,
,1,501,502,9000,681000,3100,501,,,501-502-9000-681000-3100-501,,,,,,,
,1,501,502,9000,680000,3100,501,,,501-502-9000-680000-3100-501,,,,,,,
,1,501,502,9000,672000,3100,501,,,501-502-9000-672000-3100-501,,,,,,,
,1,501,502,9000,671000,3100,501,,,501-502-9000-671000-3100-501,,,,,,,
,1,501,502,9000,670000,3100,501,,,501-502-9000-670000-3100-501,,,,,,,
,1,501,502,9000,666000,3100,501,,,501-502-9000-666000-3100-501,,,,,,,
,1,501,502,9000,665000,3100,501,,,501-502-9000-665000-3100-501,,,,,,,
,1,501,502,9000,664000,3100,501,,,501-502-9000-664000-3100-501,,,,,,,
,1,501,502,9000,663000,3100,501,,,501-502-9000-663000-3100-501,,,,,,,
,1,501,502,9000,662000,3100,501,,,501-502-9000-662000-3100-501,,,,,,,
,1,501,502,9000,661000,3100,501,,,501-502-9000-661000-3100-501,,,,,,,
,1,501,502,9000,660000,3100,501,,,501-502-9000-660000-3100-501,,,,,,,
,1,501,502,9000,653000,3100,501,,,501-502-9000-653000-3100-501,,,,,,,
,1,501,502,9000,652000,3100,501,,,501-502-9000-652000-3100-501,,,,,,,
,1,501,502,9000,651000,3100,501,,,501-502-9000-651000-3100-501,,,,,,,
,1,501,502,9000,650000,3100,501,,,501-502-9000-650000-3100-501,,,,,,,
,1,501,502,9000,645000,3100,501,,,501-502-9000-645000-3100-501,,,,,,,
,1,501,502,9000,644000,3100,501,,,501-502-9000-644000-3100-501,,,,,,,
,1,501,502,9000,643000,3100,501,,,501-502-9000-643000-3100-501,,,,,,,
,1,501,502,9000,642000,3100,501,,,501-502-9000-642000-3100-501,,,,,,,
,1,501,502,9000,641000,3100,501,,,501-502-9000-641000-3100-501,,,,,,,
,1,501,502,9000,640000,3100,501,,,501-502-9000-640000-3100-501,,,,,,,
,1,501,502,9000,638000,3100,501,,,501-502-9000-638000-3100-501,,,,,,,
,1,501,502,9000,637000,3100,501,,,501-502-9000-637000-3100-501,,,,,,,
,1,501,502,9000,636000,3100,501,,,501-502-9000-636000-3100-501,,,,,,,
,1,501,502,9000,635000,3100,501,,,501-502-9000-635000-3100-501,,,,,,,
,1,501,502,9000,634000,3100,501,,,501-502-9000-634000-3100-501,,,,,,,
,1,501,502,9000,633000,3100,501,,,501-502-9000-633000-3100-501,,,,,,,
,1,501,502,9000,632000,3100,501,,,501-502-9000-632000-3100-501,,,,,,,
,1,501,502,9000,631000,3100,501,,,501-502-9000-631000-3100-501,,,,,,,
,1,501,502,9000,630000,3100,501,,,501-502-9000-630000-3100-501,,,,,,,
,1,501,502,9000,629700,3100,501,,,501-502-9000-629700-3100-501,,,,,,,
,1,501,502,9000,629600,3100,501,,,501-502-9000-629600-3100-501,,,,,,,
,1,501,502,9000,629500,3100,501,,,501-502-9000-629500-3100-501,,,,,,,
,1,501,502,9000,629400,3100,501,,,501-502-9000-629400-3100-501,,,,,,,
,1,501,502,9000,629300,3100,501,,,501-502-9000-629300-3100-501,,,,,,,
,1,501,502,9000,629200,3100,501,,,501-502-9000-629200-3100-501,,,,,,,
,1,501,502,9000,629100,3100,501,,,501-502-9000-629100-3100-501,,,,,,,
,1,501,502,9000,629000,3100,501,,,501-502-9000-629000-3100-501,,,,,,,
,1,501,502,9000,628000,3100,501,,,501-502-9000-628000-3100-501,,,,,,,
,1,501,502,9000,627000,3100,501,,,501-502-9000-627000-3100-501,,,,,,,
,1,501,502,9000,626000,3100,501,,,501-502-9000-626000-3100-501,,,,,,,
,1,501,502,9000,625000,3100,501,,,501-502-9000-625000-3100-501,,,,,,,
,1,501,502,9000,624000,3100,501,,,501-502-9000-624000-3100-501,,,,,,,
,1,501,502,9000,623000,3100,501,,,501-502-9000-623000-3100-501,,,,,,,
,1,501,502,9000,622000,3100,501,,,501-502-9000-622000-3100-501,,,,,,,
,1,501,502,9000,621000,3100,501,,,501-502-9000-621000-3100-501,,,,,,,
,1,501,502,9000,620000,3100,501,,,501-502-9000-620000-3100-501,,,,,,,
,1,501,502,9000,615000,3100,501,,,501-502-9000-615000-3100-501,,,,,,,
,1,501,502,9000,614000,3100,501,,,501-502-9000-614000-3100-501,,,,,,,
,1,501,502,9000,613000,3100,501,,,501-502-9000-613000-3100-501,,,,,,,
,1,501,502,9000,612000,3100,501,,,501-502-9000-612000-3100-501,,,,,,,
,1,501,502,9000,611000,3100,501,,,501-502-9000-611000-3100-501,,,,,,,
,1,501,502,9000,610000,3100,501,,,501-502-9000-610000-3100-501,,,,,,,
,1,501,502,9000,600000,3100,501,,,501-502-9000-600000-3100-501,,,,,,,
,1,501,502,9000,580420,3100,501,,,501-502-9000-580420-3100-501,,,,,,,
,1,501,502,9000,580410,3100,501,,,501-502-9000-580410-3100-501,,,,,,,
,1,501,502,9000,580400,3100,501,,,501-502-9000-580400-3100-501,,,,,,,
,1,501,502,9000,580300,3100,501,,,501-502-9000-580300-3100-501,,,,,,,
,1,501,502,9000,580200,3100,501,,,501-502-9000-580200-3100-501,,,,,,,
,1,501,502,9000,580100,3100,501,,,501-502-9000-580100-3100-501,,,,,,,
,1,501,502,9000,580040,3100,501,,,501-502-9000-580040-3100-501,,,,,,,
,1,501,502,9000,580039,3100,501,,,501-502-9000-580039-3100-501,,,,,,,
,1,501,502,9000,580035,3100,501,,,501-502-9000-580035-3100-501,,,,,,,
,1,501,502,9000,580034,3100,501,,,501-502-9000-580034-3100-501,,,,,,,
,1,501,502,9000,580033,3100,501,,,501-502-9000-580033-3100-501,,,,,,,
,1,501,502,9000,580032,3100,501,,,501-502-9000-580032-3100-501,,,,,,,
,1,501,502,9000,580031,3100,501,,,501-502-9000-580031-3100-501,,,,,,,
,1,501,502,9000,580030,3100,501,,,501-502-9000-580030-3100-501,,,,,,,
,1,501,502,9000,580010,3100,501,,,501-502-9000-580010-3100-501,,,,,,,
,1,501,502,9000,579010,3100,501,,,501-502-9000-579010-3100-501,,,,,,,
,1,501,502,9000,579000,3100,501,,,501-502-9000-579000-3100-501,,,,,,,
,1,501,502,9000,578010,3100,501,,,501-502-9000-578010-3100-501,,,,,,,
,1,501,502,9000,578000,3100,501,,,501-502-9000-578000-3100-501,,,,,,,
,1,501,502,9000,575510,3100,501,,,501-502-9000-575510-3100-501,,,,,,,
,1,501,502,9000,575500,3100,501,,,501-502-9000-575500-3100-501,,,,,,,
,1,501,502,9000,575490,3100,501,,,501-502-9000-575490-3100-501,,,,,,,
,1,501,502,9000,575061,3100,501,,,501-502-9000-575061-3100-501,,,,,,,
,1,501,502,9000,575060,3100,501,,,501-502-9000-575060-3100-501,,,,,,,
,1,501,502,9000,575050,3100,501,,,501-502-9000-575050-3100-501,,,,,,,
,1,501,502,9000,568065,3100,501,,,501-502-9000-568065-3100-501,,,,,,,
,1,501,502,9000,568060,3100,501,,,501-502-9000-568060-3100-501,,,,,,,
,1,501,502,9000,568050,3100,501,,,501-502-9000-568050-3100-501,,,,,,,
,1,501,502,9000,568045,3100,501,,,501-502-9000-568045-3100-501,,,,,,,
,1,501,502,9000,568040,3100,501,,,501-502-9000-568040-3100-501,,,,,,,
,1,501,502,9000,568030,3100,501,,,501-502-9000-568030-3100-501,,,,,,,
,1,501,502,9000,568020,3100,501,,,501-502-9000-568020-3100-501,,,,,,,
,1,501,502,9000,568010,3100,501,,,501-502-9000-568010-3100-501,,,,,,,
,1,501,502,9000,568000,3100,501,,,501-502-9000-568000-3100-501,,,,,,,
,1,501,502,9000,567990,3100,501,,,501-502-9000-567990-3100-501,,,,,,,
,1,501,502,9000,562250,3100,501,,,501-502-9000-562250-3100-501,,,,,,,
,1,501,502,9000,562240,3100,501,,,501-502-9000-562240-3100-501,,,,,,,
,1,501,502,9000,562230,3100,501,,,501-502-9000-562230-3100-501,,,,,,,
,1,501,502,9000,562220,3100,501,,,501-502-9000-562220-3100-501,,,,,,,
,1,501,502,9000,562211,3100,501,,,501-502-9000-562211-3100-501,,,,,,,
,1,501,502,9000,562210,3100,501,,,501-502-9000-562210-3100-501,,,,,,,
,1,501,502,9000,562200,3100,501,,,501-502-9000-562200-3100-501,,,,,,,
,1,501,502,9000,552000,3100,501,,,501-502-9000-552000-3100-501,,,,,,,
,1,501,502,9000,550040,3100,501,,,501-502-9000-550040-3100-501,,,,,,,
,1,501,502,9000,550031,3100,501,,,501-502-9000-550031-3100-501,,,,,,,
,1,501,502,9000,550030,3100,501,,,501-502-9000-550030-3100-501,,,,,,,
,1,501,502,9000,550026,3100,501,,,501-502-9000-550026-3100-501,,,,,,,
,1,501,502,9000,550024,3100,501,,,501-502-9000-550024-3100-501,,,,,,,
,1,501,502,9000,550022,3100,501,,,501-502-9000-550022-3100-501,,,,,,,
,1,501,502,9000,550020,3100,501,,,501-502-9000-550020-3100-501,,,,,,,
,1,501,502,9000,550015,3100,501,,,501-502-9000-550015-3100-501,,,,,,,
,1,501,502,9000,550014,3100,501,,,501-502-9000-550014-3100-501,,,,,,,
,1,501,502,9000,550013,3100,501,,,501-502-9000-550013-3100-501,,,,,,,
,1,501,502,9000,550010,3100,501,,,501-502-9000-550010-3100-501,,,,,,,
,1,501,502,9000,550000,3100,501,,,501-502-9000-550000-3100-501,,,,,,,
,1,501,502,9000,549990,3100,501,,,501-502-9000-549990-3100-501,,,,,,,
,1,501,502,9000,548995,3100,501,,,501-502-9000-548995-3100-501,,,,,,,
,1,501,502,9000,548990,3100,501,,,501-502-9000-548990-3100-501,,,,,,,
,1,501,502,9000,548200,3100,501,,,501-502-9000-548200-3100-501,,,,,,,
,1,501,502,9000,548090,3100,501,,,501-502-9000-548090-3100-501,,,,,,,
,1,501,502,9000,548080,3100,501,,,501-502-9000-548080-3100-501,,,,,,,
,1,501,502,9000,548060,3100,501,,,501-502-9000-548060-3100-501,,,,,,,
,1,501,502,9000,548050,3100,501,,,501-502-9000-548050-3100-501,,,,,,,
,1,501,502,9000,548040,3100,501,,,501-502-9000-548040-3100-501,,,,,,,
,1,501,502,9000,548030,3100,501,,,501-502-9000-548030-3100-501,,,,,,,
,1,501,502,9000,548022,3100,501,,,501-502-9000-548022-3100-501,,,,,,,
,1,501,502,9000,548021,3100,501,,,501-502-9000-548021-3100-501,,,,,,,
,1,501,502,9000,548020,3100,501,,,501-502-9000-548020-3100-501,,,,,,,
,1,501,502,9000,548016,3100,501,,,501-502-9000-548016-3100-501,,,,,,,
,1,501,502,9000,548015,3100,501,,,501-502-9000-548015-3100-501,,,,,,,
,1,501,502,9000,548012,3100,501,,,501-502-9000-548012-3100-501,,,,,,,
,1,501,502,9000,548011,3100,501,,,501-502-9000-548011-3100-501,,,,,,,
,1,501,502,9000,548010,3100,501,,,501-502-9000-548010-3100-501,,,,,,,
,1,501,502,9000,548000,3100,501,,,501-502-9000-548000-3100-501,,,,,,,
,1,501,502,9000,547175,3100,501,,,501-502-9000-547175-3100-501,,,,,,,
,1,501,502,9000,547150,3100,501,,,501-502-9000-547150-3100-501,,,,,,,
,1,501,502,9000,547105,3100,501,,,501-502-9000-547105-3100-501,,,,,,,
,1,501,502,9000,547100,3100,501,,,501-502-9000-547100-3100-501,,,,,,,
,1,501,502,9000,547005,3100,501,,,501-502-9000-547005-3100-501,,,,,,,
,1,501,502,9000,547000,3100,501,,,501-502-9000-547000-3100-501,,,,,,,
,1,501,502,9000,546400,3100,501,,,501-502-9000-546400-3100-501,,,,,,,
,1,501,502,9000,546350,3100,501,,,501-502-9000-546350-3100-501,,,,,,,
,1,501,502,9000,546300,3100,501,,,501-502-9000-546300-3100-501,,,,,,,
,1,501,502,9000,546200,3100,501,,,501-502-9000-546200-3100-501,,,,,,,
,1,501,502,9000,546150,3100,501,,,501-502-9000-546150-3100-501,,,,,,,
,1,501,502,9000,546100,3100,501,,,501-502-9000-546100-3100-501,,,,,,,
,1,501,502,9000,546050,3100,501,,,501-502-9000-546050-3100-501,,,,,,,
,1,501,502,9000,546000,3100,501,,,501-502-9000-546000-3100-501,,,,,,,
,1,501,502,9000,545510,3100,501,,,501-502-9000-545510-3100-501,,,,,,,
,1,501,502,9000,545500,3100,501,,,501-502-9000-545500-3100-501,,,,,,,
,1,501,502,9000,545400,3100,501,,,501-502-9000-545400-3100-501,,,,,,,
,1,501,502,9000,545300,3100,501,,,501-502-9000-545300-3100-501,,,,,,,
,1,501,502,9000,545200,3100,501,,,501-502-9000-545200-3100-501,,,,,,,
,1,501,502,9000,545145,3100,501,,,501-502-9000-545145-3100-501,,,,,,,
,1,501,502,9000,545140,3100,501,,,501-502-9000-545140-3100-501,,,,,,,
,1,501,502,9000,545135,3100,501,,,501-502-9000-545135-3100-501,,,,,,,
,1,501,502,9000,545130,3100,501,,,501-502-9000-545130-3100-501,,,,,,,
,1,501,502,9000,545120,3100,501,,,501-502-9000-545120-3100-501,,,,,,,
,1,501,502,9000,545110,3100,501,,,501-502-9000-545110-3100-501,,,,,,,
,1,501,502,9000,545100,3100,501,,,501-502-9000-545100-3100-501,,,,,,,
,1,501,502,9000,545060,3100,501,,,501-502-9000-545060-3100-501,,,,,,,
,1,501,502,9000,545055,3100,501,,,501-502-9000-545055-3100-501,,,,,,,
,1,501,502,9000,545050,3100,501,,,501-502-9000-545050-3100-501,,,,,,,
,1,501,502,9000,545020,3100,501,,,501-502-9000-545020-3100-501,,,,,,,
,1,501,502,9000,545010,3100,501,,,501-502-9000-545010-3100-501,,,,,,,
,1,501,502,9000,545005,3100,501,,,501-502-9000-545005-3100-501,,,,,,,
,1,501,502,9000,545000,3100,501,,,501-502-9000-545000-3100-501,,,,,,,
,1,501,502,9000,544500,3100,501,,,501-502-9000-544500-3100-501,,,,,,,
,1,501,502,9000,542500,3100,501,,,501-502-9000-542500-3100-501,,,,,,,
,1,501,502,9000,542050,3100,501,,,501-502-9000-542050-3100-501,,,,,,,
,1,501,502,9000,542000,3100,501,,,501-502-9000-542000-3100-501,,,,,,,
,1,501,502,9000,541000,3100,501,,,501-502-9000-541000-3100-501,,,,,,,
,1,501,502,9000,540055,3100,501,,,501-502-9000-540055-3100-501,,,,,,,
,1,501,502,9000,540050,3100,501,,,501-502-9000-540050-3100-501,,,,,,,
,1,501,502,9000,540005,3100,501,,,501-502-9000-540005-3100-501,,,,,,,
,1,501,502,9000,540000,3100,501,,,501-502-9000-540000-3100-501,,,,,,,
,1,501,502,9000,539000,3100,501,,,501-502-9000-539000-3100-501,,,,,,,
,1,501,502,9000,538000,3100,501,,,501-502-9000-538000-3100-501,,,,,,,
,1,501,502,9000,537000,3100,501,,,501-502-9000-537000-3100-501,,,,,,,
,1,501,502,9000,536000,3100,501,,,501-502-9000-536000-3100-501,,,,,,,
,1,501,502,9000,535000,3100,501,,,501-502-9000-535000-3100-501,,,,,,,
,1,501,502,9000,534000,3100,501,,,501-502-9000-534000-3100-501,,,,,,,
,1,501,502,9000,533000,3100,501,,,501-502-9000-533000-3100-501,,,,,,,
,1,501,502,9000,532000,3100,501,,,501-502-9000-532000-3100-501,,,,,,,
,1,501,502,9000,531000,3100,501,,,501-502-9000-531000-3100-501,,,,,,,
,1,501,502,9000,530000,3100,501,,,501-502-9000-530000-3100-501,,,,,,,
,1,501,502,9000,529000,3100,501,,,501-502-9000-529000-3100-501,,,,,,,
,1,501,502,9000,527000,3100,501,,,501-502-9000-527000-3100-501,,,,,,,
,1,501,502,9000,526000,3100,501,,,501-502-9000-526000-3100-501,,,,,,,
,1,501,502,9000,525000,3100,501,,,501-502-9000-525000-3100-501,,,,,,,
,1,501,502,9000,524000,3100,501,,,501-502-9000-524000-3100-501,,,,,,,
,1,501,502,9000,523000,3100,501,,,501-502-9000-523000-3100-501,,,,,,,
,1,501,502,9000,522000,3100,501,,,501-502-9000-522000-3100-501,,,,,,,
,1,501,502,9000,521000,3100,501,,,501-502-9000-521000-3100-501,,,,,,,
,1,501,502,9000,520000,3100,501,,,501-502-9000-520000-3100-501,,,,,,,
,1,501,502,9000,518000,3100,501,,,501-502-9000-518000-3100-501,,,,,,,
,1,501,502,9000,517000,3100,501,,,501-502-9000-517000-3100-501,,,,,,,
,1,502,502,9000,516000,3100,501,,,502-502-9000-516000-3100-501,,,,,,,
,1,503,502,9000,515000,3100,501,,,503-502-9000-515000-3100-501,,,,,,,
,1,504,502,9000,514000,3100,501,,,504-502-9000-514000-3100-501,,,,,,,
,1,505,502,9000,513000,3100,501,,,505-502-9000-513000-3100-501,,,,,,,
,1,506,502,9000,512000,3100,501,,,506-502-9000-512000-3100-501,,,,,,,
,1,507,502,9000,511000,3100,501,,,507-502-9000-511000-3100-501,,,,,,,
,1,508,502,9000,510000,3100,501,,,508-502-9000-510000-3100-501,,,,,,,
,1,509,502,9000,500000,3100,501,,,509-502-9000-500000-3100-501,,,,,,,
,1,510,502,9000,600030,3100,501,,,510-502-9000-600030-3100-501,,,,,,,
,1,511,502,9000,600020,3100,501,,,511-502-9000-600020-3100-501,,,,,,,
,1,512,502,9000,600010,3100,501,,,512-502-9000-600010-3100-501,,,,,,,
