sys_value_group_line_id,sys_value_group_header_id,code_value,code,description,account_qualifier,status,parent_cb,parent_line_id,effective_start_date,effective_end_date
,4,545400,545400,Salvage recovery,E,active,,,,
,4,545500,545500,Engineering Change Order,E,active,,,,
,4,545510,545510,Rework,E,active,,,,
,4,546000,546000,Mfg OH Absorption,E,active,,,,
,4,546050,546050,Machine OH Absorption,E,active,,,,
,4,546100,546100,Mfg Labor Absorption,E,active,,,,
,4,546150,546150,Material OH Absorption,E,active,,,,
,4,546200,546200,Unabsorbed Burden,E,active,,,,
,4,546300,546300,Service Labor Absorption,E,active,,,,
,4,546350,546350,Service OH Absorption,E,active,,,,
,4,546400,546400,Machine OH Absorption,E,active,,,,
,4,547000,547000,Warranty Expense,E,active,,,,
,4,547005,547005,Warranty Expense - JE Account,E,active,,,,
,4,547100,547100,Installation Provision,E,active,,,,
,4,547105,547105,Installation Provision - JE Account,E,active,,,,
,4,547150,547150,Expected loss from Sales Contracts Non-Deductible,E,active,,,,
,4,547175,547175,Pending Losses from Contract,E,active,,,,
,4,548000,548000,Inventory Provision,E,active,,,,
,4,548010,548010,Freight In,E,active,,,,
,4,548011,548011,Freight In - non taxable (Japan),E,active,,,,
,4,548012,548012,Freight In - SVC,E,active,,,,
,4,548015,548015,Duty & Tax,E,active,,,,
,4,548016,548016,Duty and Tax - SVC,E,active,,,,
,4,548020,548020,Freight Out,E,active,,,,
,4,548021,548021,Freight Out - non taxable (Japan),E,active,,,,
,4,548022,548022,Freight Out - SVC,E,active,,,,
,4,548030,548030,Set-up and Expedite Fees,E,active,,,,
,4,548040,548040,Packaging Cost,E,active,,,,
,4,548050,548050,Expensed material,E,active,,,,
,4,548060,548060,Cash Discount,E,active,,,,
,4,548080,548080,Royalty Cost,E,active,,,,
,4,548090,548090,Empowerment,E,active,,,,
,4,548200,548200,Scrap,E,active,,,,
,4,548990,548990,Other ODC,E,active,,,,
,4,548995,548995,Capitalized Freight,E,active,,,,
,4,549990,549990,COS Intangible Amortization,E,active,,,,
,4,550000,550000,Labor - Direct,E,active,,,,
,4,550010,550010,Labor - Indirect,E,active,,,,
,4,550013,550013,Labor Direct Accrued,E,active,,,,
,4,550014,550014,Labor Indirect Accrued,E,active,,,,
,4,550015,550015,Severance,E,active,,,,
,4,550020,550020,Labor - Other Department,E,active,,,,
,4,550022,550022,Labor Out - Direct Labor,E,active,,,,
,4,550024,550024,Fringe Out,E,active,,,,
,4,550026,550026,Labor Out - Other Departments,E,active,,,,
,4,550030,550030,Overtime Premium,E,active,,,,
,4,550031,550031,"Overtime Premium, accrued",E,active,,,,
,4,550040,550040,Training Time,E,active,,,,
,4,552000,552000,Saleman's Commissions,E,active,,,,
,4,562200,562200,Office and forms,E,active,,,,
,4,562210,562210,Computer Supplies,E,active,,,,
,4,562211,562211,Computer Supplies - Tutcore only (to be disabled),E,active,,,,
,4,562220,562220,Software,E,active,,,,
,4,562230,562230,Safety,E,active,,,,
,4,562240,562240,Cleaning & Maintenance Supplies,E,active,,,,
,4,562250,562250,Cafeteria Supplies,E,active,,,,
,4,567990,567990,Other Supplies,E,active,,,,
,4,568000,568000,Expensed Equipment,E,active,,,,
,4,568010,568010,Equipment Repair & Maintenance,E,active,,,,
,4,568020,568020,Equipment Rental,E,active,,,,
,4,568030,568030,Furniture & Fixture,E,active,,,,
,4,568040,568040,Office Machine,E,active,,,,
,4,568045,568045,Printers and Peripherals,E,active,,,,
,4,568050,568050,PC Purchases,E,active,,,,
,4,568060,568060,Equipment Depreciation,E,active,,,,
,4,568065,568065,Depreciation Allocation,E,active,,,,
,4,575050,575050,Lodging,E,active,,,,
,4,575060,575060,Per Diem,E,active,,,,
,4,575061,575061,Per Diem - Non Taxable (Japan Use Only),E,active,,,,
,4,575490,575490,Other Travel Expenses,E,active,,,,
,4,575500,575500,Overseas Travel - Japan,E,active,,,,
,4,575510,575510,Travel - unallowable for gov contracts,E,active,,,,
,4,578000,578000,Meals,E,active,,,,
,4,578010,578010,Meals - unallowable for gov contracts,E,active,,,,
,4,579000,579000,Business Entertainment,E,active,,,,
,4,579010,579010,Business Entertainment - Unallowable for tax,E,active,,,,
,4,580010,580010,Utilities,E,active,,,,
,4,580030,580030,Facilities Repair & Maint,E,active,,,,
,4,580031,580031,Facilities Cleaning,E,active,,,,
,4,580032,580032,Facilities Heating,E,active,,,,
,4,580033,580033,Facilities Electricity,E,active,,,,
,4,580034,580034,Facilities Water,E,,,,,
,4,580035,580035,Facilities Guarding,E,,,,,
,4,580039,580039,"Facilities,  Other Expenses",E,,,,,
,4,580040,580040,Facilities Rent,E,,,,,
,4,580100,580100,Facilities Relo/Rearrangement,E,,,,,
,4,580200,580200,Facilities Depreciation,E,,,,,
,4,580300,580300,Hazardous Waste,E,,,,,
,4,580400,580400,Phone - Telecommuting,E,,,,,
,4,580410,580410,Phone - Cellular,E,,,,,
,4,580420,580420,Phone - Office,E,,,,,
,4,600000,600000,Operating Expenses,E,,,,,
,4,610000,610000,Professional Fees,E,,,,,
,4,611000,611000,Temporary Staffing,E,,,,,
,4,612000,612000,Transcription Service,E,,,,,
,4,613000,613000,Audit Services,E,,,,,
,4,614000,614000,Legal Services,E,,,,,
,4,615000,615000,Consulting Services,E,,,,,
,4,620000,620000,Supplies,E,,,,,
,4,621000,621000,Patient Chargeable Supplies,E,,,,,
,4,622000,622000,Medical/Surgical Supplies,E,,,,,
,4,623000,623000,Pharmaceuticals,E,,,,,
,4,624000,624000,Dietary,E,,,,,
,4,625000,625000,Linen Expense,E,,,,,
,4,626000,626000,Office Supplies,E,,,,,
,4,627000,627000,Small Equipment,E,,,,,
,4,628000,628000,Postage,E,,,,,
,4,629000,629000,Purchase Discounts,E,,,,,
,4,629100,629100,Inventory Adjustment,E,,,,,
,4,629200,629200,Average Cost Variance,E,,,,,
,4,629300,629300,Average Cost Adjustment,E,,,,,
,4,629400,629400,Purchase Price Variance,E,,,,,
,4,629500,629500,Invoice Price Variance,E,,,,,
,4,629600,629600,Inter-Inventory Transfer Credit,E,,,,,
,4,629700,629700,Cost of Goods Sold,E,,,,,
,4,630000,630000,Purchased Services,E,,,,,
,4,631000,631000,Utilities,E,,,,,
,4,632000,632000,Housekeeping,E,,,,,
,4,633000,633000,Lawn/Garden Services,E,,,,,
,4,634000,634000,Advertising,E,,,,,
,4,635000,635000,Printing,E,,,,,
,4,636000,636000,Photocopying,E,,,,,
,4,637000,637000,Patient Transportation,E,,,,,
,4,638000,638000,Other Purchased Services,E,,,,,
,4,640000,640000,Repairs and Maintenance,E,,,,,
,4,641000,641000,Maintenance Contracts,E,,,,,
,4,642000,642000,General Maintenance,E,,,,,
,4,643000,643000,Instrument Repair,E,,,,,
,4,644000,644000,Clinical Equipment Maintenance,E,,,,,
,4,645000,645000,Repairs and Maintenance Accrual,E,,,,,
,4,650000,650000,Insurance,E,,,,,
,4,651000,651000,Malpractice Insurance,E,,,,,
,4,652000,652000,General Insurance,E,,,,,
,4,653000,653000,Uninsured Loss,E,,,,,
,4,660000,660000,"Depreciation, Amortization and Lease Costs",E,,,,,
,4,661000,661000,Depreciation,E,,,,,
,4,662000,662000,Gain/Loss on Disposal,E,,,,,
,4,663000,663000,Leased Building,E,,,,,
,4,664000,664000,Capital Leases,E,,,,,
,4,665000,665000,Leased Equipment,E,,,,,
,4,666000,666000,Amortization of Bond Cost,E,,,,,
,4,670000,670000,Interest Expense,E,,,,,
,4,671000,671000,Interest Expense - Bond Issue,E,,,,,
,4,672000,672000,Interest Expense - Letter of Credit,E,,,,,
,4,680000,680000,Uncompensated care,E,,,,,
,4,681000,681000,Provision for Bad Debt-Receivable Writeoff,E,,,,,
,4,682000,682000,Provision for Bad Debt-Collection Agency Writeoff,E,,,,,
,4,683000,683000,Collection Agency Fees,E,,,,,
,4,690000,690000,Other Expense,E,,,,,
,4,691000,691000,Rent Expense,E,,,,,
,4,692000,692000,Freight,E,,,,,
,4,693000,693000,Books and Periodicals,E,,,,,
,4,694000,694000,Late Fees,E,,,,,
,4,695000,695000,Banking Fees,E,,,,,
,4,696000,696000,Membership and Dues,E,,,,,
,4,697000,697000,Discounts Taken Unearned,E,,,,,
,4,697100,697100,Discounts Taken Earned,E,,,,,
,4,698000,698000,Property Tax and Insurance,E,,,,,
,4,698100,698100,Sales Tax,E,,,,,
,4,699000,699000,Miscellaneous,E,,,,,
,4,699990,699990,Rounding,E,,,,,
,4,700000,700000,Travel Related Expenses,E,,,,,
,4,701000,701000,Convention and Seminars,E,,,,,
,4,702000,702000,Mileage Reimbursement,E,,,,,
,4,703000,703000,Airfare,E,,,,,
,4,703500,703500,Car Rental,E,,,,,
,4,704000,704000,Accommodation,E,,,,,
,4,705000,705000,Mileage,E,,,,,
,4,706000,706000,Taxis,E,,,,,
,4,707000,707000,Per Diem,E,,,,,
,4,708000,708000,Meals,E,,,,,
,4,709000,709000,Miscellaneous Travel Expenses,E,,,,,
,4,710000,710000,Affiliate Expense,E,,,,,
,4,711000,711000,I/C Expense Regional Hospital,E,,,,,
,4,712000,712000,I/C Expense Community Hospital,E,,,,,
,4,713000,713000,I/C Expense VHS Clinic,E,,,,,
,4,715000,715000,I/C Expense Foundation,E,,,,,
,4,716000,716000,I/C Expense Corporate Services,E,,,,,
,4,717000,717000,I/C Expense Distribution Center,E,,,,,
,4,799990,799990,Total Expense,E,,,,,
,4,800000,800000,Overhead Transfers,E,,,,,
,4,801000,801000,Allocation In,E,,,,,
,4,802000,802000,Allocation Out,E,,,,,
,4,850000,850000,NonOperating Income Loss,E,,,,,
,4,851000,851000,Gain on Retirement-Proceeds of Sale,E,,,,,
,4,852000,852000,Loss on Retirement-Proceeds of Sale,E,,,,,
,4,853000,853000,Gain on Retirement-Cost of Removal,E,,,,,
,4,854000,854000,Loss on Retirement-Cost of Removal,E,,,,,
,4,855000,855000,Gain on Retirement-Net Book Value,E,,,,,
,4,856000,856000,Loss on Retirement-Net Book Value,E,,,,,
,4,857000,857000,Deferred Depreciation Expense,E,,,,,
,4,899990,899990,Net Income,E,,,,,
,4,900000,900000,Statistics,E,,,,,
,4,900010,900010,FTEs,E,,,,,
,4,900020,900020,Admissions,E,,,,,
,4,900030,900030,Patient Days,E,,,,,
,4,900040,900040,Visits,E,,,,,
,4,900050,900050,Pounds of Laundry,E,,,,,
,4,900060,900060,Square Feet,E,,,,,
,4,900070,900070,Prescriptions Filled,E,,,,,
,4,900080,900080,OR Minutes,E,,,,,
,4,900100,900100,Occupancy,E,,,,,
,4,999990,999990,N/A,E,,,,,
